transaction_id,customer_id,merchant_id,transaction_date,amount,payment_method,transaction_status,installment_months,cashback,wallet_used
403,13,6,2024-01-11,1398.19,Google Pay,Failed,12,27.96,False
404,15,4,2024-01-12,1283.73,Card,Success,12,25.67,True
405,57,20,2024-03-09,992.7,Card,Failed,6,19.85,True
406,52,15,2024-03-10,350.36,Wallet,Failed,6,7.01,True
407,90,2,2024-02-10,348.04,Card,Failed,12,6.96,False
408,87,15,2024-02-16,2408.77,Wallet,Failed,12,48.18,True
409,94,5,2024-05-03,2589.1,Wallet,Success,6,51.78,False
410,34,11,2024-01-04,147.46,Apple Pay,Failed,12,2.95,True
411,94,8,2024-05-03,1304.22,Google Pay,Failed,3,26.08,True
412,21,17,2024-04-30,44.82,Wallet,Success,3,0.9,False
413,43,9,2024-01-13,968.7,Apple Pay,Failed,6,19.37,True
414,57,19,2024-04-24,245.7,Card,Failed,6,4.91,False
415,64,1,2024-01-27,364.93,Wallet,Failed,3,7.3,True
416,78,20,2024-06-12,2479.47,Google Pay,Success,12,49.59,False
417,47,2,2024-02-27,2851.56,Wallet,Failed,12,57.03,False
418,47,15,2024-01-30,2152.81,Card,Success,3,43.06,False
419,82,10,2024-05-20,1071.87,Google Pay,Success,3,21.44,True
420,92,14,2024-01-28,1482.34,Google Pay,Success,3,29.65,True
421,51,7,2024-04-27,2791.35,Apple Pay,Failed,3,55.83,False
422,82,19,2024-02-01,149.04,Wallet,Failed,12,2.98,True
423,1,17,2024-01-13,2891.93,Wallet,Failed,12,57.84,True
424,23,5,2024-01-27,2078.53,Wallet,Failed,12,41.57,False
425,78,8,2024-03-11,1261.81,Wallet,Failed,6,25.24,False
426,18,14,2024-06-03,2416.34,Google Pay,Failed,12,48.33,True
427,80,10,2024-06-24,610.66,Google Pay,Success,12,12.21,True
428,89,11,2024-01-30,1516.64,Google Pay,Failed,12,30.33,False
429,69,10,2024-04-18,2025.99,Card,Success,3,40.52,False
430,86,2,2024-02-21,444.53,Google Pay,Success,6,8.89,False
431,8,10,2024-02-22,447.82,Card,Failed,6,8.96,True
432,87,18,2024-02-27,1852.17,Wallet,Success,12,37.04,False
433,7,13,2024-04-09,2081.88,Wallet,Failed,12,41.64,True
434,33,7,2024-06-07,48.77,Wallet,Success,12,0.98,False
435,70,20,2024-02-20,2267.77,Apple Pay,Failed,6,45.36,True
436,10,6,2024-02-14,2950.53,Card,Failed,3,59.01,False
437,34,5,2024-02-11,844.55,Google Pay,Success,6,16.89,False
438,20,2,2024-02-09,2131.97,Google Pay,Success,12,42.64,False
439,74,18,2024-04-01,1476.75,Card,Failed,12,29.54,True
440,67,3,2024-05-09,2871.39,Apple Pay,Failed,12,57.43,False
441,29,7,2024-06-18,284.92,Google Pay,Failed,6,5.7,False
442,97,20,2024-05-15,663.15,Wallet,Success,3,13.26,False
443,83,20,2024-06-08,1342.55,Apple Pay,Success,12,26.85,False
444,15,13,2024-03-06,1150.3,Google Pay,Success,12,23.01,False
445,66,15,2024-05-04,1547.78,Card,Failed,12,30.96,True
446,11,4,2024-02-12,967.74,Card,Success,3,19.35,True
447,55,4,2024-02-22,2596.2,Wallet,Success,12,51.92,True
448,92,11,2024-01-10,81.02,Card,Success,3,1.62,True
449,72,3,2024-05-27,2384.7,Apple Pay,Failed,6,47.69,False
450,52,14,2024-03-21,1358.87,Card,Failed,12,27.18,True
451,83,20,2024-01-17,1609.15,Card,Success,6,32.18,True
452,88,10,2024-06-04,876.61,Card,Failed,6,17.53,False
453,85,1,2024-05-01,1191.39,Apple Pay,Success,3,23.83,False
454,70,10,2024-06-11,2392.34,Apple Pay,Failed,12,47.85,False
455,2,18,2024-05-22,2872.6,Apple Pay,Success,3,57.45,True
456,51,18,2024-05-20,1722.43,Card,Failed,3,34.45,False
457,83,17,2024-02-06,643.09,Apple Pay,Success,3,12.86,False
458,24,19,2024-01-14,591.04,Wallet,Success,6,11.82,True
459,26,19,2024-05-04,759.56,Google Pay,Failed,3,15.19,True
460,80,3,2024-02-19,309.13,Google Pay,Failed,6,6.18,False
461,40,19,2024-02-09,1852.86,Google Pay,Failed,6,37.06,True
462,32,8,2024-06-13,24.45,Wallet,Failed,6,0.49,True
463,43,16,2024-04-28,2041.94,Wallet,Failed,6,40.84,False
464,23,20,2024-01-21,1659.5,Google Pay,Success,12,33.19,True
465,81,3,2024-01-20,797.07,Card,Success,12,15.94,False
466,28,2,2024-05-21,2309.91,Google Pay,Failed,12,46.2,True
467,29,19,2024-03-15,1103.8,Apple Pay,Failed,12,22.08,True
468,65,1,2024-06-18,1196.39,Apple Pay,Success,12,23.93,True
469,23,19,2024-05-24,1344.2,Apple Pay,Failed,6,26.88,True
470,63,8,2024-01-17,664.27,Google Pay,Failed,3,13.29,True
471,67,12,2024-04-09,2009.07,Wallet,Failed,3,40.18,True
472,42,4,2024-06-29,2941.96,Google Pay,Failed,12,58.84,True
473,49,12,2024-05-30,1136.21,Card,Failed,6,22.72,True
474,46,12,2024-05-04,1553.95,Wallet,Success,12,31.08,True
475,30,3,2024-05-11,1325.3,Google Pay,Success,3,26.51,True
476,78,4,2024-06-18,480.5,Apple Pay,Failed,6,9.61,True
477,62,16,2024-02-23,1449.73,Apple Pay,Failed,3,28.99,True
478,74,19,2024-02-11,139.0,Apple Pay,Success,12,2.78,True
479,34,6,2024-05-12,177.18,Wallet,Success,12,3.54,False
480,28,15,2024-06-04,2842.29,Wallet,Failed,3,56.85,True
481,77,5,2024-05-29,2492.79,Apple Pay,Failed,3,49.86,False
482,77,19,2024-01-18,2767.83,Apple Pay,Failed,6,55.36,True
483,26,17,2024-05-09,334.62,Wallet,Success,12,6.69,True
484,79,20,2024-01-10,540.49,Card,Success,6,10.81,True
485,70,1,2024-06-22,2706.93,Wallet,Failed,6,54.14,True
486,55,8,2024-05-03,2095.95,Wallet,Failed,12,41.92,True
487,33,16,2024-02-29,1282.21,Card,Failed,12,25.64,False
488,1,1,2024-05-27,780.84,Card,Success,6,15.62,True
489,41,14,2024-04-02,2066.42,Card,Success,6,41.33,False
490,69,14,2024-05-24,791.3,Google Pay,Failed,12,15.83,False
491,53,18,2024-05-22,2267.37,Wallet,Success,6,45.35,False
492,40,19,2024-03-29,768.8,Wallet,Success,12,15.38,True
493,58,6,2024-01-26,2245.96,Apple Pay,Failed,6,44.92,True
494,82,1,2024-01-24,490.61,Apple Pay,Failed,12,9.81,False
495,34,8,2024-04-04,273.54,Card,Success,12,5.47,False
496,52,20,2024-06-16,2792.75,Google Pay,Success,3,55.86,False
497,26,17,2024-03-14,1322.53,Apple Pay,Success,12,26.45,True
498,87,2,2024-04-02,1849.42,Apple Pay,Success,3,36.99,True
499,100,13,2024-03-31,2990.48,Wallet,Failed,12,59.81,True
500,95,3,2024-01-24,1558.05,Google Pay,Failed,6,31.16,False
